"","CoB","ETH.group","age","sex","year","pop"
"50674","UK born","Black-Caribbean",79,"F",2028,-243.477905958425
"50675","Non-UK born","Black-Caribbean",79,"F",2028,1878.08031161288
"50676","UK born","Black-Caribbean",80,"F",2028,-242.543648738808
"50677","Non-UK born","Black-Caribbean",80,"F",2028,1686.72071335336
"50678","UK born","Black-Caribbean",81,"F",2028,-276.611409670864
"50679","Non-UK born","Black-Caribbean",81,"F",2028,1655.52251251838
"50680","UK born","Black-Caribbean",82,"F",2028,-294.564950469956
"50681","Non-UK born","Black-Caribbean",82,"F",2028,1641.48077046655
"50682","UK born","Black-Caribbean",83,"F",2028,-323.26260458026
"50683","Non-UK born","Black-Caribbean",83,"F",2028,1803.78539997599
"50684","UK born","Black-Caribbean",84,"F",2028,-409.368015439548
"50685","Non-UK born","Black-Caribbean",84,"F",2028,1927.50512238798
"50686","UK born","Black-Caribbean",85,"F",2028,-11823.3371410033
"50687","Non-UK born","Black-Caribbean",85,"F",2028,24058.1147690088
"50688","UK born","Black-Caribbean",0,"M",2028,2891.97467114397
"50689","UK born","Black-Caribbean",1,"M",2028,2878.77278077052
"50690","UK born","Black-Caribbean",2,"M",2028,2873.61755984798
"50691","UK born","Black-Caribbean",3,"M",2028,2875.72613203755
"50692","UK born","Black-Caribbean",4,"M",2028,2883.25525686351
"50693","UK born","Black-Caribbean",5,"M",2028,2887.99013796327
"50694","UK born","Black-Caribbean",6,"M",2028,2892.64703291314
"50695","UK born","Black-Caribbean",7,"M",2028,2896.67449544481
"50696","UK born","Black-Caribbean",8,"M",2028,2902.09912001223
"50697","UK born","Black-Caribbean",9,"M",2028,2910.66217659611
"50698","UK born","Black-Caribbean",10,"M",2028,2920.75074135482
"50699","UK born","Black-Caribbean",11,"M",2028,2931.53036091377
"50700","UK born","Black-Caribbean",12,"M",2028,2939.66920448696
"50701","UK born","Black-Caribbean",13,"M",2028,2946.16856693775
"50702","UK born","Black-Caribbean",14,"M",2028,2960.95300020077
"50703","UK born","Black-Caribbean",15,"M",2028,2992.765257139
"50704","UK born","Black-Caribbean",16,"M",2028,3105.3465542891
"50705","UK born","Black-Caribbean",17,"M",2028,2586.4675444682
"50706","Non-UK born","Black-Caribbean",17,"M",2028,185.290119972202
"50707","UK born","Black-Caribbean",18,"M",2028,2727.61955088479
"50708","Non-UK born","Black-Caribbean",18,"M",2028,210.665732313254
"50709","UK born","Black-Caribbean",19,"M",2028,2858.29219168831
"50710","Non-UK born","Black-Caribbean",19,"M",2028,239.31906700868
"50711","UK born","Black-Caribbean",20,"M",2028,2856.24831873082
"50712","Non-UK born","Black-Caribbean",20,"M",2028,230.839683561427
"50713","UK born","Black-Caribbean",21,"M",2028,2947.92788764341
"50714","Non-UK born","Black-Caribbean",21,"M",2028,254.726456384044
"50715","UK born","Black-Caribbean",22,"M",2028,2808.15540735802
"50716","Non-UK born","Black-Caribbean",22,"M",2028,266.827604174217
"50717","UK born","Black-Caribbean",23,"M",2028,2697.88321900961
"50718","Non-UK born","Black-Caribbean",23,"M",2028,251.446416987595
"50719","UK born","Black-Caribbean",24,"M",2028,2771.52158577974
"50720","Non-UK born","Black-Caribbean",24,"M",2028,268.573645598199
"50721","UK born","Black-Caribbean",25,"M",2028,2566.45530228227
"50722","Non-UK born","Black-Caribbean",25,"M",2028,292.288665669335
"50723","UK born","Black-Caribbean",26,"M",2028,2289.03229294784
"50724","Non-UK born","Black-Caribbean",26,"M",2028,299.653141734835
"50725","UK born","Black-Caribbean",27,"M",2028,2278.37566022483
"50726","Non-UK born","Black-Caribbean",27,"M",2028,399.963123787701
"50727","UK born","Black-Caribbean",28,"M",2028,2272.27041764721
"50728","Non-UK born","Black-Caribbean",28,"M",2028,541.494507881805
"50729","UK born","Black-Caribbean",29,"M",2028,2283.79050799433
"50730","Non-UK born","Black-Caribbean",29,"M",2028,435.195820982391
"50731","UK born","Black-Caribbean",30,"M",2028,2292.22602852883
"50732","Non-UK born","Black-Caribbean",30,"M",2028,510.965031149293
"50733","UK born","Black-Caribbean",31,"M",2028,2291.54109374861
"50734","Non-UK born","Black-Caribbean",31,"M",2028,486.887381713119
"50735","UK born","Black-Caribbean",32,"M",2028,2375.55000814866
"50736","Non-UK born","Black-Caribbean",32,"M",2028,600.825654698118
"50737","UK born","Black-Caribbean",33,"M",2028,2298.83179421786
"50738","Non-UK born","Black-Caribbean",33,"M",2028,560.714099191387
"50739","UK born","Black-Caribbean",34,"M",2028,2267.59146461174
"50740","Non-UK born","Black-Caribbean",34,"M",2028,545.760626098118
"50741","UK born","Black-Caribbean",35,"M",2028,2177.1079685833
"50742","Non-UK born","Black-Caribbean",35,"M",2028,550.9945597094
"50743","UK born","Black-Caribbean",36,"M",2028,2187.86537539912
"50744","Non-UK born","Black-Caribbean",36,"M",2028,604.41914644113
"50745","UK born","Black-Caribbean",37,"M",2028,2327.38542643581
"50746","Non-UK born","Black-Caribbean",37,"M",2028,560.059287427181
"50747","UK born","Black-Caribbean",38,"M",2028,2149.98488971135
"50748","Non-UK born","Black-Caribbean",38,"M",2028,606.158787079378
"50749","UK born","Black-Caribbean",39,"M",2028,2103.39047195672
"50750","Non-UK born","Black-Caribbean",39,"M",2028,531.443546069923
"50751","UK born","Black-Caribbean",40,"M",2028,2085.05805359169
"50752","Non-UK born","Black-Caribbean",40,"M",2028,550.624522231591
"50753","UK born","Black-Caribbean",41,"M",2028,1987.62606690068
"50754","Non-UK born","Black-Caribbean",41,"M",2028,477.274134243954
"50755","UK born","Black-Caribbean",42,"M",2028,2003.60971176336
"50756","Non-UK born","Black-Caribbean",42,"M",2028,615.113793027735
"50757","UK born","Black-Caribbean",43,"M",2028,1838.14560753965
"50758","Non-UK born","Black-Caribbean",43,"M",2028,580.815283056783
"50759","UK born","Black-Caribbean",44,"M",2028,1839.89113904162
"50760","Non-UK born","Black-Caribbean",44,"M",2028,721.619257616562
"50761","UK born","Black-Caribbean",45,"M",2028,1815.93801623332
"50762","Non-UK born","Black-Caribbean",45,"M",2028,848.768996826908
"50763","UK born","Black-Caribbean",46,"M",2028,1808.71342032017
"50764","Non-UK born","Black-Caribbean",46,"M",2028,897.537988586184
"50765","UK born","Black-Caribbean",47,"M",2028,1842.43408068482
"50766","Non-UK born","Black-Caribbean",47,"M",2028,1003.0237968897
"50767","UK born","Black-Caribbean",48,"M",2028,1738.67064250525
"50768","Non-UK born","Black-Caribbean",48,"M",2028,970.974220495254
"50769","UK born","Black-Caribbean",49,"M",2028,1693.91490081967
"50770","Non-UK born","Black-Caribbean",49,"M",2028,1097.87228027333
"50771","UK born","Black-Caribbean",50,"M",2028,1469.33260334105
"50772","Non-UK born","Black-Caribbean",50,"M",2028,1067.81578858021
"50773","UK born","Black-Caribbean",51,"M",2028,1510.10505325047
"50774","Non-UK born","Black-Caribbean",51,"M",2028,1101.2094947531
"50775","UK born","Black-Caribbean",52,"M",2028,1581.40562030594
"50776","Non-UK born","Black-Caribbean",52,"M",2028,1063.98165419898
"50777","UK born","Black-Caribbean",53,"M",2028,1586.12056317957
"50778","Non-UK born","Black-Caribbean",53,"M",2028,1037.85331028905
"50779","UK born","Black-Caribbean",54,"M",2028,1734.48613342833
"50780","Non-UK born","Black-Caribbean",54,"M",2028,1078.50258774521
"50781","UK born","Black-Caribbean",55,"M",2028,2132.9522998719
"50782","Non-UK born","Black-Caribbean",55,"M",2028,1077.06935666722
"50783","UK born","Black-Caribbean",56,"M",2028,2583.25190211835
"50784","Non-UK born","Black-Caribbean",56,"M",2028,1130.22147417763
"50785","UK born","Black-Caribbean",57,"M",2028,2933.74290343563
"50786","Non-UK born","Black-Caribbean",57,"M",2028,1019.70040344939
"50787","UK born","Black-Caribbean",58,"M",2028,3340.76296494062
"50788","Non-UK born","Black-Caribbean",58,"M",2028,928.901211954808
"50789","UK born","Black-Caribbean",59,"M",2028,3831.97552262506
"50790","Non-UK born","Black-Caribbean",59,"M",2028,912.240758284712
"50791","UK born","Black-Caribbean",60,"M",2028,4125.0590831062
"50792","Non-UK born","Black-Caribbean",60,"M",2028,914.71729672504
"50793","UK born","Black-Caribbean",61,"M",2028,4395.88390933603
"50794","Non-UK born","Black-Caribbean",61,"M",2028,867.894682638701
"50795","UK born","Black-Caribbean",62,"M",2028,4727.85639631769
"50796","Non-UK born","Black-Caribbean",62,"M",2028,864.570648298731
"50797","UK born","Black-Caribbean",63,"M",2028,4886.29308536057
"50798","Non-UK born","Black-Caribbean",63,"M",2028,787.425684681834
"50799","UK born","Black-Caribbean",64,"M",2028,5160.39756602739
"50800","Non-UK born","Black-Caribbean",64,"M",2028,755.46701903932
"50801","UK born","Black-Caribbean",65,"M",2028,4898.77094488214
"50802","Non-UK born","Black-Caribbean",65,"M",2028,889.962346028753
"50803","UK born","Black-Caribbean",66,"M",2028,3764.17028552432
"50804","Non-UK born","Black-Caribbean",66,"M",2028,1402.01542975875
"50805","UK born","Black-Caribbean",67,"M",2028,2399.59053409458
"50806","Non-UK born","Black-Caribbean",67,"M",2028,2080.8185714075
"50807","UK born","Black-Caribbean",68,"M",2028,1842.26883568748
"50808","Non-UK born","Black-Caribbean",68,"M",2028,2310.87066321472
"50809","UK born","Black-Caribbean",69,"M",2028,1509.75138916322
"50810","Non-UK born","Black-Caribbean",69,"M",2028,2274.47114311641
"50811","UK born","Black-Caribbean",70,"M",2028,1059.7198999217
"50812","Non-UK born","Black-Caribbean",70,"M",2028,2412.12241608161
"50813","UK born","Black-Caribbean",71,"M",2028,520.759056766474
"50814","Non-UK born","Black-Caribbean",71,"M",2028,2511.92520465817
"50815","UK born","Black-Caribbean",72,"M",2028,44.4582684177474
"50816","Non-UK born","Black-Caribbean",72,"M",2028,2554.1011311592
"50817","UK born","Black-Caribbean",73,"M",2028,-122.864806000387
"50818","Non-UK born","Black-Caribbean",73,"M",2028,2326.57135009631
"50819","UK born","Black-Caribbean",74,"M",2028,-198.358723914321
"50820","Non-UK born","Black-Caribbean",74,"M",2028,2164.9720728175
"50821","UK born","Black-Caribbean",75,"M",2028,-203.799459911871
"50822","Non-UK born","Black-Caribbean",75,"M",2028,1951.76508218299
"50823","UK born","Black-Caribbean",76,"M",2028,-240.169952751245
"50824","Non-UK born","Black-Caribbean",76,"M",2028,1732.63895314118
"50825","UK born","Black-Caribbean",77,"M",2028,-206.962533715941
"50826","Non-UK born","Black-Caribbean",77,"M",2028,1478.58790944719
"50827","UK born","Black-Caribbean",78,"M",2028,-221.254973950264
"50828","Non-UK born","Black-Caribbean",78,"M",2028,1319.86120790966
"50829","UK born","Black-Caribbean",79,"M",2028,-205.18657663155
"50830","Non-UK born","Black-Caribbean",79,"M",2028,1137.03091268159
"50831","UK born","Black-Caribbean",80,"M",2028,-205.300540265684
"50832","Non-UK born","Black-Caribbean",80,"M",2028,1052.87348635085
"50833","UK born","Black-Caribbean",81,"M",2028,-230.473054510311
"50834","Non-UK born","Black-Caribbean",81,"M",2028,1025.10358907132
"50835","UK born","Black-Caribbean",82,"M",2028,-246.214247329302
"50836","Non-UK born","Black-Caribbean",82,"M",2028,941.346369581557
"50837","UK born","Black-Caribbean",83,"M",2028,-251.063203566973
"50838","Non-UK born","Black-Caribbean",83,"M",2028,1037.60046675603
"50839","UK born","Black-Caribbean",84,"M",2028,-364.213119571308
"50840","Non-UK born","Black-Caribbean",84,"M",2028,1279.50289586276
"50841","UK born","Black-Caribbean",85,"M",2028,-11253.2218803044
"50842","Non-UK born","Black-Caribbean",85,"M",2028,20105.8225046365
"50843","UK born","Black-Other",0,"F",2028,2487.80252182611
"50844","UK born","Black-Other",1,"F",2028,2428.6057971149
"50845","UK born","Black-Other",2,"F",2028,2369.42605082823
"50846","UK born","Black-Other",3,"F",2028,2314.06656438734
"50847","UK born","Black-Other",4,"F",2028,2261.17559490078
"50848","UK born","Black-Other",5,"F",2028,2206.16968362352
"50849","UK born","Black-Other",6,"F",2028,2151.42664156576
"50850","UK born","Black-Other",7,"F",2028,2097.25370696167
"50851","UK born","Black-Other",8,"F",2028,2045.075924183
"50852","UK born","Black-Other",9,"F",2028,1998.18367601967
"50853","UK born","Black-Other",10,"F",2028,1954.13625335504
"50854","UK born","Black-Other",11,"F",2028,1912.08469238384
"50855","UK born","Black-Other",12,"F",2028,1869.92805160027
"50856","UK born","Black-Other",13,"F",2028,1828.73441821163
"50857","UK born","Black-Other",14,"F",2028,1792.84403137529
"50858","UK born","Black-Other",15,"F",2028,1769.21980372636
"50859","UK born","Black-Other",16,"F",2028,1797.01916708934
"50860","UK born","Black-Other",17,"F",2028,3407.48824938213
"50861","Non-UK born","Black-Other",17,"F",2028,306.965100583139
"50862","UK born","Black-Other",18,"F",2028,3697.41582658172
"50863","Non-UK born","Black-Other",18,"F",2028,377.848048481261
"50864","UK born","Black-Other",19,"F",2028,3667.54462181233
"50865","Non-UK born","Black-Other",19,"F",2028,426.572564422236
"50866","UK born","Black-Other",20,"F",2028,3562.12015623936
"50867","Non-UK born","Black-Other",20,"F",2028,494.926069391596
"50868","UK born","Black-Other",21,"F",2028,3461.88139344373
"50869","Non-UK born","Black-Other",21,"F",2028,584.729493242779
"50870","UK born","Black-Other",22,"F",2028,3384.22860893371
"50871","Non-UK born","Black-Other",22,"F",2028,664.974798114029
"50872","UK born","Black-Other",23,"F",2028,3045.46329249498
"50873","Non-UK born","Black-Other",23,"F",2028,741.281039473302
"50874","UK born","Black-Other",24,"F",2028,2641.22970865462
"50875","Non-UK born","Black-Other",24,"F",2028,877.077593181878
"50876","UK born","Black-Other",25,"F",2028,2459.69403370014
"50877","Non-UK born","Black-Other",25,"F",2028,959.051198291356
"50878","UK born","Black-Other",26,"F",2028,2275.44571264248
"50879","Non-UK born","Black-Other",26,"F",2028,1129.31796319127
"50880","UK born","Black-Other",27,"F",2028,1966.50005174364
"50881","Non-UK born","Black-Other",27,"F",2028,1179.83775536279
"50882","UK born","Black-Other",28,"F",2028,1957.13873300502
"50883","Non-UK born","Black-Other",28,"F",2028,1286.25892120255
"50884","UK born","Black-Other",29,"F",2028,1871.02277145245
"50885","Non-UK born","Black-Other",29,"F",2028,1241.85614720211
"50886","UK born","Black-Other",30,"F",2028,1855.85915550015
"50887","Non-UK born","Black-Other",30,"F",2028,1325.07440807563
"50888","UK born","Black-Other",31,"F",2028,1701.35083067197
"50889","Non-UK born","Black-Other",31,"F",2028,1300.71384894541
"50890","UK born","Black-Other",32,"F",2028,1559.05558608766
"50891","Non-UK born","Black-Other",32,"F",2028,1299.17298665428
"50892","UK born","Black-Other",33,"F",2028,1468.95367405067
"50893","Non-UK born","Black-Other",33,"F",2028,1308.86682712477
"50894","UK born","Black-Other",34,"F",2028,1365.88367954215
"50895","Non-UK born","Black-Other",34,"F",2028,1245.75319974056
"50896","UK born","Black-Other",35,"F",2028,1229.58746290505
"50897","Non-UK born","Black-Other",35,"F",2028,1192.0215913122
"50898","UK born","Black-Other",36,"F",2028,1027.1382726036
"50899","Non-UK born","Black-Other",36,"F",2028,1073.30084542357
"50900","UK born","Black-Other",37,"F",2028,931.4571186735
"50901","Non-UK born","Black-Other",37,"F",2028,997.846133345026
"50902","UK born","Black-Other",38,"F",2028,847.198816915097
"50903","Non-UK born","Black-Other",38,"F",2028,966.773945052204
"50904","UK born","Black-Other",39,"F",2028,1017.30298061813
"50905","Non-UK born","Black-Other",39,"F",2028,1014.62750856538
"50906","UK born","Black-Other",40,"F",2028,972.910329710311
"50907","Non-UK born","Black-Other",40,"F",2028,960.535654859195
"50908","UK born","Black-Other",41,"F",2028,1000.31029320457
"50909","Non-UK born","Black-Other",41,"F",2028,1000.2174201398
"50910","UK born","Black-Other",42,"F",2028,852.367971424901
"50911","Non-UK born","Black-Other",42,"F",2028,1086.12914187055
"50912","UK born","Black-Other",43,"F",2028,976.852977136721
"50913","Non-UK born","Black-Other",43,"F",2028,1047.81169419335
"50914","UK born","Black-Other",44,"F",2028,914.786972766398
"50915","Non-UK born","Black-Other",44,"F",2028,1112.22390599695
"50916","UK born","Black-Other",45,"F",2028,956.530984715545
"50917","Non-UK born","Black-Other",45,"F",2028,1003.98406343785
"50918","UK born","Black-Other",46,"F",2028,912.599496382331
